id,authors,description,num_ratings,pages,ratings,titles,genre1,genre2,genre3,genre4,genre5,genre6
12875258,Katie McGarry,"In this striking literary debut, Carol Rifka Brunt unfolds a moving story of love, grief, and renewal as two lonely people become the unlikeliest of friends and find that sometimes you don't know you've lost someone until you've found them.  1987. There's only one person who has ever truly understood fourteen-year-old June Elbus, and that's her uncle, the renowned painter Finn Weiss. Shy at school and distant from her older sister, June can only be herself in Finn's company; he is her godfather, confidant, and best friend. So when he dies, far too young, of a mysterious illness her mother can barely speak about, June's world is turned upside down. But Finn's death brings a surprise acquaintance into June's life—someone who will help her to heal, and to question what she thinks she knows about Finn, her family, and even her own heart.  At Finn's funeral, June notices a strange man lingering just beyond the crowd. A few days later, she receives a package in the mail. Inside is a beautiful teapot she recognizes from Finn's apartment, and a note from Toby, the stranger, asking for an opportunity to meet. As the two begin to spend time together, June realizes she's not the only one who misses Finn, and if she can bring herself to trust this unexpected friend, he just might be the one she needs the most.  An emotionally charged coming-of-age novel, Tell the Wolves I'm Home is a tender story of love lost and found, an unforgettable portrait of the way compassion can make us whole again.",115968.0,360.0,4.04,Tell the Wolves I'm Home,'Young Adult', 'Contemporary', 'Fiction', 'Historical Fiction', 'Historical', 'Coming Of Age'
13508607,Carol Rifka Brunt,"During a summer party at the family farm in the English countryside, sixteen-year-old Laurel Nicolson has escaped to her childhood tree house and is happily dreaming of the future. She spies a stranger coming up the long road to the farm and watches as her mother speaks to him. Before the afternoon is over, Laurel will witness a shocking crime. A crime that challenges everything she knows about her family and especially her mother, Dorothy—her vivacious, loving, nearly perfect mother.  Now, fifty years later, Laurel is a successful and well-regarded actress living in London. The family is gathering at Greenacres farm for Dorothy’s ninetieth birthday. Realizing that this may be her last chance, Laurel searches for answers to the questions that still haunt her from that long-ago day, answers that can only be found in Dorothy’s past.  Dorothy’s story takes the reader from pre–WWII England through the blitz, to the ’60s and beyond. It is the secret history of three strangers from vastly different worlds—Dorothy, Vivien, and Jimmy—who meet by chance in wartime London and whose lives are forever entwined. The Secret Keeper explores longings and dreams and the unexpected consequences they sometimes bring. It is an unforgettable story of lovers and friends, deception and passion that is told—in Morton’s signature style—against a backdrop of events that changed the world.",124781.0,484.0,4.14,The Secret Keeper,'Mystery', 'Romance', 'Fiction', 'Historical Fiction', 'Historical',NA
9565548,Kate Morton,"Why be the sheep, when you can be the wolf?  Seventeen-year-old Ismae escapes from the brutality of an arranged marriage into the sanctuary of the convent of St. Mortain, where the sisters still serve the gods of old. Here she learns that the god of Death Himself has blessed her with dangerous gifts—and a violent destiny. If she chooses to stay at the convent, she will be trained as an assassin and serve as a handmaiden to Death. To claim her new life, she must destroy the lives of others.  Ismae’s most important assignment takes her straight into the high court of Brittany—where she finds herself woefully under prepared—not only for the deadly games of intrigue and treason, but for the impossible choices she must make. For how can she deliver Death’s vengeance upon a target who, against her will, has stolen her heart?",89564.0,549.0,3.9,"Grave Mercy (His Fair Assassin, #1)",'Young Adult', 'Romance', 'Fantasy', 'Historical Fiction', 'Historical',NA
33597976,Robin LaFevers,"Alaska, 1920: a brutal place to homestead, and especially tough for recent arrivals Jack and Mabel. Childless, they are drifting apart--he breaking under the weight of the work of the farm; she crumbling from loneliness and despair. In a moment of levity during the season's first snowfall, they build a child out of snow. The next morning the snow child is gone--but they glimpse a young, blonde-haired girl running through the trees. This little girl, who calls herself Faina, seems to be a child of the woods. She hunts with a red fox at her side, skims lightly across the snow, and somehow survives alone in the Alaskan wilderness. As Jack and Mabel struggle to understand this child who could have stepped from the pages of a fairy tale, they come to love her as their own daughter. But in this beautiful, violent place things are rarely as they appear, and what they eventually learn about Faina will transform all of them.",106715.0,404.0,3.97,The Snow Child,'Magical Realism', 'Fantasy', 'Fiction', 'Historical Fiction', 'Historical',NA
10798416,Eowyn Ivey,"Who would have guessed that four minutes could change everything?  Today should be one of the worst days of seventeen-year-old Hadley Sullivan's life. Having missed her flight, she's stuck at JFK airport and late to her father's second wedding, which is taking place in London and involves a soon-to-be stepmother Hadley's never even met. Then she meets the perfect boy in the airport's cramped waiting area. His name is Oliver, he's British, and he's sitting in her row.  A long night on the plane passes in the blink of an eye, and Hadley and Oliver lose track of each other in the airport chaos upon arrival. Can fate intervene to bring them together once more?  Quirks of timing play out in this romantic and cinematic novel about family connections, second chances, and first loves. Set over a twenty-four-hour-period, Hadley and Oliver's story will make you believe that true love finds you when you're least expecting it.",104580.0,236.0,3.78,The Statistical Probability of Love at First Sight,'Romance', 'Young Adult', 'Contemporary', 'Fiction',NA,NA
13453029,Jennifer E. Smith,"This Omnibus Edition collects the five Wool books into a single volume. It is for those who arrived late to the party and who wish to save a dollar or two while picking up the same stories in a single package.  The first Wool story was released as a standalone short in July of 2011. Due to reviewer demand, the rest of the story was released over the next six months. My thanks go out to those reviewers who clamored for more. Without you, none of this would exist. Your demand created this as much as I did.  This is the story of mankind clawing for survival, of mankind on the edge. The world outside has grown unkind, the view of it limited, talk of it forbidden. But there are always those who hope, who dream. These are the dangerous people, the residents who infect others with their optimism. Their punishment is simple. They are given the very thing they profess to want: They are allowed outside.  Alternate cover for B0071XO8RA",146951.0,509.0,4.23,"Wool Omnibus (Silo, #1)",'Apocalyptic', 'Post Apocalyptic', 'Dystopia', 'Fiction', 'Science Fiction',NA
12812550,Hugh Howey,"Once upon a time, an angel and a devil fell in love and dared to imagine a world free of bloodshed and war.  This is not that world.  Art student and monster's apprentice Karou finally has the answers she has always sought. She knows who she is—and what she is. But with this knowledge comes another truth she would give anything to undo: She loved the enemy and he betrayed her, and a world suffered for it.  In this stunning sequel to the highly acclaimed Daughter of Smoke & Bone, Karou must decide how far she'll go to avenge her people. Filled with heartbreak and beauty, secrets and impossible choices, Days of Blood & Starlight finds Karou and Akiva on opposing sides as an age-old war stirs back to life.  While Karou and her allies build a monstrous army in a land of dust and starlight, Akiva wages a different sort of battle: a battle for redemption. For hope.  But can any hope be salvaged from the ashes of their broken dream?",126966.0,517.0,4.18,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",'Young Adult', 'Romance', 'Fantasy', 'Paranormal', 'Angels',NA
13227454,Laini Taylor,"Meet Harold Fry, recently retired. He lives in a small English village with his wife, Maureen, who seems irritated by almost everything he does, even down to how he butters his toast. Little differentiates one day from the next. Then one morning the mail arrives, and within the stack of quotidian minutiae is a letter addressed to Harold in a shaky scrawl from a woman he hasn't seen or heard from in twenty years. Queenie Hennessy is in hospice and is writing to say goodbye.  Harold pens a quick reply and, leaving Maureen to her chores, heads to the corner mailbox. But then, as happens in the very best works of fiction, Harold has a chance encounter, one that convinces him that he absolutely must deliver his message to Queenie in person. And thus begins the unlikely pilgrimage. Harold Fry is determined to walk six hundred miles from Kingsbridge to the hospice in Berwick-upon-Tweed because, he believes, as long as he walks, Queenie Hennessey will live.  Still in his yachting shoes and light coat, Harold embarks on his urgent quest across the countryside. Along the way he meets one character after another, each of whom unlocks his long-dormant spirit and sense of promise. Memories of his first dance with Maureen, his wedding day, his joy in fatherhood, come rushing back to him - allowing him to also reconcile the losses and the regrets. As for Maureen, she finds herself missing Harold for the first time in years.  And then there is the unfinished business with Queenie Hennessy.",138743.0,320.0,3.91,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",'Contemporary', 'Fiction',NA,NA,NA,NA
12751687,Rachel Joyce,"Will love conquer all?  Nora and Patch thought their troubles were behind them. Hank is gone and they should be able to put his ugly vendetta to rest. But in Hank's absence, Nora has become the unwitting head of the Nephilim and must finish what Hank began. Which ultimately means destroying the fallen angels - destroying Patch.  Nora will never let that happen, so she and Patch make a plan: lead everyone to believe they have broken up, and work the system from the inside. Nora will convince the Nephilim that they are making a mistake in fighting the fallen angels, and Patch will find out everything he can from the opposing side. They will end this war before it can even begin.  But the best-laid plans often go awry. Nora is put through the paces in her new role and finds herself drawn to an addictive power she never anticipated.  As the battle lines are drawn, Nora and Patch must confront the differences that have always been between them and either choose to ignore them or let them destroy the love they have always fought for.",129617.0,464.0,4.2,"Finale (Hush, Hush, #4)",'Young Adult', 'Romance', 'Paranormal', 'Fantasy', 'Angels',NA
7728889,Becca Fitzpatrick,"Evie O’Neill has been exiled from her boring old hometown and shipped off to the bustling streets of New York City—and she is pos-i-tute-ly ecstatic. It’s 1926, and New York is filled with speakeasies, Ziegfeld girls, and rakish pickpockets. The only catch is that she has to live with her uncle Will and his unhealthy obsession with the occult.  Evie worries he’ll discover her darkest secret: a supernatural power that has only brought her trouble so far. But when the police find a murdered girl branded with a cryptic symbol and Will is called to the scene, Evie realizes her gift could help catch a serial killer.  As Evie jumps headlong into a dance with a murderer, other stories unfold in the city that never sleeps. A young man named Memphis is caught between two worlds. A chorus girl named Theta is running from her past. A student named Jericho hides a shocking secret. And unknown to all, something dark and evil has awakened.",65534.0,578.0,3.97,"The Diviners (The Diviners, #1)",'Young Adult', 'Mystery', 'Fantasy', 'Paranormal', 'Historical Fiction', 'Historical'
11869272,Libba Bray,"From Pulitzer Prize-winner Katherine Boo, a landmark work of narrative nonfiction that tells the dramatic and sometimes heartbreaking story of families striving toward a better life in one of the twenty-first century's great, unequal cities.  In this brilliantly written, fast-paced book, based on three years of uncompromising reporting, a bewildering age of global change and inequality is made human.  Annawadi is a makeshift settlement in the shadow of luxury hotels near the Mumbai airport, and as India starts to prosper, Annawadians are electric with hope. Abdul, a reflective and enterprising Muslim teenager, sees ""a fortune beyond counting"" in the recyclable garbage that richer people throw away. Asha, a woman of formidable wit and deep scars from a childhood in rural poverty, has identified an alternate route to the middle class: political corruption. With a little luck, her sensitive, beautiful daughter - Annawadi's ""most-everything girl"" - will soon become its first female college graduate. And even the poorest Annawadians, like Kalu, a fifteen-year-old scrap-metal thief, believe themselves inching closer to the good lives and good times they call ""the full enjoy.""  But then Abdul the garbage sorter is falsely accused in a shocking tragedy; terror and a global recession rock the city; and suppressed tensions over religion, caste, sex, power and economic envy turn brutal. As the tenderest individual hopes intersect with the greatest global truths, the true contours of a competitive age are revealed. And so, too, are the imaginations and courage of the people of Annawadi.  With intelligence, humor, and deep insight into what connects human beings to one another in an era of tumultuous change, Behind the Beautiful Forevers carries the reader headlong into one of the twenty-first century's hidden worlds, and into the lives of people impossible to forget.",92213.0,256.0,3.98,"Behind the Beautiful Forevers: Life, Death, and Hope in a Mumbai Undercity",'History', 'Asia', 'India', 'Nonfiction', 'Cultural',NA
11594337,Katherine Boo,"Ivan is an easygoing gorilla. Living at the Exit 8 Big Top Mall and Video Arcade, he has grown accustomed to humans watching him through the glass walls of his domain. He rarely misses his life in the jungle. In fact, he hardly ever thinks about it at all.  Instead, Ivan thinks about TV shows he’s seen and about his friends Stella, an elderly elephant, and Bob, a stray dog. But mostly Ivan thinks about art and how to capture the taste of a mango or the sound of leaves with color and a well-placed line.  Then he meets Ruby, a baby elephant taken from her family, and she makes Ivan see their home—and his own art—through new eyes. When Ruby arrives, change comes with her, and it’s up to Ivan to make it a change for the better.  Katherine Applegate blends humor and poignancy to create Ivan’s unforgettable first-person narration in a story of friendship, art, and hope.",113245.0,307.0,4.27,The One and Only Ivan,'Young Adult', 'Animals', 'Fiction', 'Childrens', 'Middle Grade',NA
17407748,Katherine Applegate,"Ira Levinson is in trouble. At ninety-one years old, in poor health and alone in the world, he finds himself stranded on an isolated embankment after a car crash. Suffering multiple injuries, he struggles to retain consciousness until a blurry image materializes and comes into focus beside him: his beloved wife Ruth, who passed away nine years ago. Urging him to hang on, she forces him to remain alert by recounting the stories of their lifetime together – how they met, the precious paintings they collected together, the dark days of WWII and its effect on them and their families. Ira knows that Ruth can’t possibly be in the car with him, but he clings to her words and his memories, reliving the sorrows and everyday joys that defined their marriage.  A few miles away, at a local rodeo, a Wake Forest College senior’s life is about to change. Recovering from a recent break-up, Sophia Danko meets a young cowboy named Luke, who bears little resemblance to the privileged frat boys she has encountered at school. Through Luke, Sophia is introduced to a world in which the stakes of survival and success, ruin and reward -- even life and death – loom large in everyday life. As she and Luke fall in love, Sophia finds herself imagining a future far removed from her plans -- a future that Luke has the power to rewrite . . . if the secret he’s keeping doesn’t destroy it first.  Ira and Ruth. Sophia and Luke. Two couples who have little in common, and who are separated by years and experience. Yet their lives will converge with unexpected poignancy, reminding us all that even the most difficult decisions can yield extraordinary journeys: beyond despair, beyond death, to the farthest reaches of the human heart.",104794.0,398.0,4.14,The Longest Ride,'Romance', 'Contemporary', 'Womens Fiction', 'Fiction', 'Chick Lit',NA
19390926,Nicholas Sparks,"From the bestselling author of Slammed, comes Colleen Hoover's next big hit. Layken and Will have managed to overcome the obstacles that threatened to destroy their love, proving that they are destined for one another. What they are about to learn, however, is that the things that have brought them together may be the very things that ruin their connection forever…",136420.0,320.0,4.28,"Point of Retreat (Slammed, #2)",'Romance', 'Young Adult', 'Contemporary', 'New Adult',NA,NA
13047090,Colleen Hoover,"BEING CONNECTED TO DAEMON BLACK SUCKS…  Thanks to his alien mojo, Daemon’s determined to prove what he feels for me is more than a product of our bizarro connection. So I’ve sworn him off, even though he’s running more hot than cold these days. But we’ve got bigger problems.  SOMETHING WORSE THAN ARUM HAS COME TO TOWN  The Department of Defense is here. If they ever find out what Daemon can do and that we’re linked, I’m a goner. So is he. And there’s this new boy in school who’s got a secret of his own. He knows what’s happened to me and he can help, but to do so, I have to lie to Daemon and stay away from him. Like that’s possible. Against all common sense, I’m falling for Daemon. Hard.  BUT THEN, EVERYTHING CHANGES  I’ve seen someone who shouldn’t be alive. And I have to tell Daemon, even though I know he’s never going to stop searching until he gets the truth. What happened to his brother? Who betrayed him? And what does the DOD want from them—from me?  NO ONE IS WHO THEY SEEM. AND NOT EVERYONE WILL SURVIVE THE LIES.",136456.0,366.0,4.3,"Onyx (Lux, #2)",'Aliens', 'Young Adult', 'Romance', 'Paranormal', 'Fantasy', 'Science Fiction'
12893742,Jennifer L. Armentrout,"He's b-a-a-ack! Despite their best efforts, Carter and Sadie Kane can't seem to keep Apophis, the chaos snake, down. Now Apophis is threatening to plunge the world into eternal darkness, and the Kanes are faced with the impossible task of having to destroy him once and for all. Unfortunately, the magicians of the House of Life are on the brink of civil war, the gods are divided, and the young initiates of Brooklyn House stand almost alone against the forces of chaos. The Kanes' only hope is an ancient spell that might turn the serpent's own shadow into a weapon, but the magic has been lost for a millennia. To find the answer they need, the Kanes must rely on the murderous ghost of a powerful magician who might be able to lead them to the serpent's shadow . . . or might lead them to their deaths in the depths of the underworld. Nothing less than the mortal world is at stake when the Kane family fulfills its destiny in this thrilling conclusion to the Kane Chronicles.",108949.0,406.0,4.29,"The Serpent's Shadow (The Kane Chronicles, #3)",'Fantasy', 'Young Adult', 'Mythology', 'Fiction',NA,NA
19549841,Rick Riordan,"Librarian Note: Alternate cover edition for ISBN 9780375866562.  In her New York Times bestselling and Morris Award-winning debut, Rachel Hartman introduces mathematical dragons in an alternative-medieval world to fantasy and science-fiction readers of all ages.  Four decades of peace have done little to ease the mistrust between humans and dragons in the kingdom of Goredd. Folding themselves into human shape, dragons attend court as ambassadors, and lend their rational, mathematical minds to universities as scholars and teachers. As the treaty's anniversary draws near, however, tensions are high.  Seraphina Dombegh has reason to fear both sides. An unusually gifted musician, she joins the court just as a member of the royal family is murdered—in suspiciously draconian fashion. Seraphina is drawn into the investigation, partnering with the captain of the Queen's Guard, the dangerously perceptive Prince Lucian Kiggs. While they begin to uncover hints of a sinister plot to destroy the peace, Seraphina struggles to protect her own secret, the secret behind her musical gift, one so terrible that its discovery could mean her very life.",73068.0,499.0,3.96,"Seraphina (Seraphina, #1)",'Young Adult', 'Romance', 'Fantasy', 'Fiction', 'Dragons',NA
10215349,Rachel Hartman,"To survive in a ruined world, she must embrace the darkness  Allison Sekemoto survives in the Fringe, the outermost circle of a walled-in city. By day, she and her crew scavenge for food. By night, any one of them could be eaten. Some days, all that drives Allie is her hatred of them—the vampires who keep humans as blood cattle. Until the night Allie herself dies and becomes one of the monsters.  Forced to flee her city, Allie must pass for human as she joins a ragged group of pilgrims seeking a legend—a place that might have a cure for the disease that killed off most of civilization and created the rabids, the bloodthirsty creatures who threaten human and vampire alike. And soon Allie will have to decide what and who is worth dying for again.  Enter Julie Kagawa's dark and twisted world as an unforgettable journey begins.",62109.0,485.0,4.09,"The Immortal Rules (Blood of Eden, #1)",'Young Adult', 'Paranormal', 'Fantasy', 'Dystopia', 'Vampires', 'Science Fiction'
12959233,Julie Kagawa,"Winter of the World picks up right where the first book left off, as its five interrelated families—American, German, Russian, English, Welsh—enter a time of enormous social, political, and economic turmoil, beginning with the rise of the Third Reich, through the Spanish Civil War and the great dramas of World War II, up to the explosions of the American and Soviet atomic bombs. Carla von Ulrich, born of German and English parents, finds her life engulfed by the Nazi tide until she commits a deed of great courage and heartbreak. . . . American brothers Woody and Chuck Dewar, each with a secret, take separate paths to momentous events, one in Washington, the other in the bloody jungles of the Pacific. . . . English student Lloyd Williams discovers in the crucible of the Spanish Civil War that he must fight Communism just as hard as Fascism. . . . Daisy Peshkov, a driven American social climber, cares only for popularity and the fast set, until the war transforms her life, not just once but twice, while her cousin Volodya carves out a position in Soviet intelligence that will affect not only this war—but the war to come. These characters and many others find their lives inextricably entangled as their experiences illuminate the cataclysms that marked the century. From the drawing rooms of the rich to the blood and smoke of battle, their lives intertwine, propelling the reader into dramas of ever-increasing complexity.",114300.0,940.0,4.33,Winter of the World (The Century Trilogy #2),'Historical Fiction', 'Historical', 'Fiction',NA,NA,NA
13526165,Ken Follett,"Bernadette Fox has vanished.  When her daughter Bee claims a family trip to Antarctica as a reward for perfect grades, Bernadette, a fiercely intelligent shut-in, throws herself into preparations for the trip. But worn down by years of trying to live the Seattle life she never wanted, Ms. Fox is on the brink of a meltdown. And after a school fundraiser goes disastrously awry at her hands, she disappears, leaving her family to pick up the pieces--which is exactly what Bee does, weaving together an elaborate web of emails, invoices, and school memos that reveals a secret past Bernadette has been hiding for decades. Where'd You Go Bernadette is an ingenious and unabashedly entertaining novel about a family coming to terms with who they are and the power of a daughter's love for her mother.",415537.0,330.0,3.9,"Where'd You Go, Bernadette",'Mystery', 'Chick Lit', 'Contemporary', 'Womens Fiction', 'Fiction', 'Humor'
12716010,Maria Semple,"The sky is dark with wings . . . And time is running out for Luce and Daniel.  In order to stop Lucifer from erasing the past, they must find the place where the Fall began. Only Luce can break the curse, and it is her choice alone that will decide all of their fates.  But as Dark Forces gather, great sacrifices will have to be made in this final, epic struggle . . .  In the fight for Luce, and for Love, who will win?  The astonishing climax to the FALLEN series. Heaven can't wait any longer.",97174.0,466.0,4.02,"Rapture (Fallen, #4)",'Young Adult', 'Romance', 'Paranormal', 'Fantasy', 'Angels',NA
13486122,Lauren Kate,"A marriage in name only...  To save her family home, impulsive bookstore owner, Alexa Maria McKenzie, casts a love spell. But she never planned on conjuring up her best friend's older brother—the powerful man who once shattered her heart.  Billionaire Nicholas Ryan doesn’t believe in marriage, but in order to inherit his father’s corporation, he needs a wife and needs one fast. When he discovers his sister’s childhood friend is in dire financial straits, he offers Alexa a bold proposition.  A marriage in name only with certain rules: Avoid entanglement. Keep things all business. Do not fall in love. The arrangement is only for a year so the rules shouldn’t be that hard to follow, right?  Except fate has a way of upsetting the best-laid plans…",102855.0,160.0,3.81,"The Marriage Bargain (Marriage to a Billionaire, #1)",'Contemporary Romance', 'Romance', 'Adult', 'Contemporary', 'Womens Fiction', 'Chick Lit'
13503109,Jennifer Probst,"On a beach in the Dominican Republic, a doomed relationship flounders. In the heat of a hospital laundry room in New Jersey, a woman does her lover’s washing and thinks about his wife. In Boston, a man buys his love child, his only son, a first baseball bat and glove. At the heart of these stories is the irrepressible, irresistible Yunior, a young hardhead whose longing for love is equaled only by his recklessness--and by the extraordinary women he loves and loses: artistic Alma; the aging Miss Lora; Magdalena, who thinks all Dominican men are cheaters; and the love of his life, whose heartbreak ultimately becomes his own.  In prose that is endlessly energetic, inventive, tender, and funny, the stories in This Is How You Lose Her lay bare the infinite longing and inevitable weakness of the human heart. They remind us that passion always triumphs over experience, and that “the half-life of love is forever.”",83725.0,217.0,3.75,This Is How You Lose Her,'Novels', 'Short Stories', 'Romance', 'Contemporary', 'Adult', 'Fiction'
13624688,Junot Díaz,"In this fable, the first man on earth to count the hours becomes Father Time.  The inventor of the world's first clock is punished for trying to measure God's greatest gift. He is banished to a cave for centuries and forced to listen to the voices of all who come after him seeking more days, more years. Eventually, with his soul nearly broken, Father Time is granted his freedom, along with a magical hourglass and a mission: a chance to redeem himself by teaching two earthly people the true meaning of time.  He returns to our world - now dominated by the hour-counting he so innocently began - and commences a journey with two unlikely partners: one a teenage girl who is about to give up on life, the other a wealthy old businessman who wants to live forever. To save himself, he must save them both. And stop the world to do so.",92570.0,224.0,3.86,The Time Keeper,'Fantasy', 'Inspirational', 'Fiction',NA,NA,NA
16113791,Mitch Albom,"From the bestselling author of The Secret of Ella and Micha comes a mesmerizing novel of fate, friendship, and the healing power of love . . .  THE COINCIDENCE OF CALLIE & KAYDEN  For Kayden, suffering in silence was the only way to survive. If he was lucky, he could keep his head down, do as he was told, and make it through the day. But one night it seemed like his luck -- and his life -- might finally end... until an angel named Callie appeared just in time to rescue him.  Callie has never believed in luck. Not since her twelfth birthday when everything was taken from her. After the worst was over, she locked up her feelings and vowed never to tell anyone what happened. Now, six years later, she continues to struggle with the painful secret that threatens to consume her.  When fate lands Kayden and Callie at the same college, Kayden is determined to get to know the beautiful girl who changed his destiny. Quiet and reserved, Callie still fears letting anyone else into her world. But Kayden is certain that Callie has come back into his life for a reason. And the more he tries to be a part of her life, the more he realizes that, this time, it's Callie who needs to be saved...",106962.0,283.0,4.19,"The Coincidence of Callie & Kayden (The Coincidence, #1)",'Academic', 'Young Adult', 'Romance', 'Contemporary', 'College', 'New Adult'
11887020,Jessica Sorensen,"From 1999 to 2009, U.S. Navy SEAL Chris Kyle recorded the most career sniper kills in United States military history. The Pentagon has officially confirmed more than 150 of Kyle's kills (the previous American record was 109), but it has declined to verify the astonishing total number for this book. Iraqi insurgents feared Kyle so much they named him al-Shaitan (“the devil”) and placed a bounty on his head. Kyle earned legendary status among his fellow SEALs, Marines, and U.S. Army soldiers, whom he protected with deadly accuracy from rooftops and stealth positions. Gripping and unforgettable, Kyle’s masterful account of his extraordinary battlefield experiences ranks as one of the great war memoirs of all time.  A native Texan who learned to shoot on childhood hunting trips with his father, Kyle was a champion saddle-bronc rider prior to joining the Navy. After 9/11, he was thrust onto the front lines of the War on Terror, and soon found his calling as a world-class sniper who performed best under fire. He recorded a personal-record 2,100-yard kill shot outside Baghdad; in Fallujah, Kyle braved heavy fire to rescue a group of Marines trapped on a street; in Ramadi, he stared down insurgents with his pistol in close combat. Kyle talks honestly about the pain of war—of twice being shot and experiencing the tragic deaths of two close friends.  American Sniper also honors Kyles fellow warriors, who raised hell on and off the battlefield. And in moving first-person accounts throughout, Kyles wife, Taya, speaks openly about the strains of war on their marriage and children, as well as on Chris.  Adrenaline-charged and deeply personal, American Sniper is a thrilling eyewitness account of war that only one man could tell.",100306.0,528.0,4.0,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,'Biography', 'Biography Memoir', 'Memoir', 'Autobiography', 'Nonfiction', 'Military Fiction'
11808950,Chris Kyle,"Embrace the Forbidden  What if there were teens whose lives literally depended on being bad influences?  This is the reality for sons and daughters of fallen angels. Tenderhearted Southern girl Anna Whitt was born with the sixth sense to see and feel emotions of other people. She's aware of a struggle within herself, an inexplicable pull toward danger, but it isn't until she turns sixteen and meets the alluring Kaidan Rowe that she discovers her terrifying heritage and her willpower is put to the test. He's the boy your daddy warned you about. If only someone had warned Anna.  Forced to face her destiny, will Anna embrace her halo or her horns?",67358.0,447.0,4.11,"Sweet Evil (Sweet, #1)",'Young Adult', 'Romance', 'Paranormal', 'Fantasy', 'Demons', 'Angels'
16151178,Wendy Higgins,"I live in a world without magic or miracles. A place where there are no clairvoyants or shapeshifters, no angels or superhuman boys to save you. A place where people die and music disintegrates and things suck. I am pressed so hard against the earth by the weight of reality that some days I wonder how I am still able to lift my feet to walk.  Former piano prodigy Nastya Kashnikov wants two things: to get through high school without anyone learning about her past and to make the boy who took everything from her—her identity, her spirit, her will to live—pay.  Josh Bennett’s story is no secret: every person he loves has been taken from his life until, at seventeen years old, there is no one left. Now all he wants is be left alone and people allow it because when your name is synonymous with death, everyone tends to give you your space.  Everyone except Nastya, the mysterious new girl at school who starts showing up and won’t go away until she’s insinuated herself into every aspect of his life. But the more he gets to know her, the more of an enigma she becomes. As their relationship intensifies and the unanswered questions begin to pile up, he starts to wonder if he will ever learn the secrets she’s been hiding—or if he even wants to.  The Sea of Tranquility is a rich, intense, and brilliantly imagined story about a lonely boy, an emotionally fragile girl, and the miracle of second chances.",75798.0,426.0,4.31,The Sea of Tranquility,'Young Adult', 'Romance', 'Contemporary', 'Fiction', 'New Adult',NA
13362536,Katja Millay,"No one is like Daemon Black.  When he set out to prove his feelings for me, he wasn’t fooling around. Doubting him isn’t something I’ll do again, and now that we’ve made it through the rough patches, well… There’s a lot of spontaneous combustion going on.  But even he can’t protect his family from the danger of trying to free those they love.  After everything, I’m no longer the same Katy. I’m different… And I’m not sure what that will mean in the end. When each step we take in discovering the truth puts us in the path of the secret organization responsible for torturing and testing hybrids, the more I realize there is no end to what I’m capable. The death of someone close still lingers, help comes from the most unlikely source, and friends will become the deadliest of enemies, but we won’t turn back. Even if the outcome will shatter our worlds forever.  Together we’re stronger… and they know it.",114446.0,394.0,4.31,"Opal (Lux, #3)",'Aliens', 'Young Adult', 'Urban Fantasy', 'Romance', 'Paranormal', 'Fantasy'
11607446,Jennifer L. Armentrout,"Alex and Conner Bailey's world is about to change, in this fast-paced adventure that uniquely combines our modern day world with the enchanting realm of classic fairy tales. The Land of Stories tells the tale of twins Alex and Conner. Through the mysterious powers of a cherished book of stories, they leave their world behind and find themselves in a foreign land full of wonder and magic where they come face-to-face with the fairy tale characters they grew up reading about.  But after a series of encounters with witches, wolves, goblins, and trolls alike, getting back home is going to be harder than they thought.",83935.0,438.0,4.23,"The Wishing Spell (The Land of Stories, #1)",'Fantasy', 'Fiction', 'Middle Grade', 'Childrens',NA,NA
12680907,Chris Colfer,"Eight years have passed since the young Princess Bitterblue, and her country, were saved from the vicious King Leck. Now Bitterblue is the queen of Monsea, and her land is at peace.  But the influence of her father, a violent psychopath with mind-altering abilities, lives on. Her advisers, who have run the country on her behalf since Leck's death, believe in a forward-thinking plan: to pardon all of those who committed terrible acts during Leck's reign; and to forget every dark event that ever happened. Monsea's past has become shrouded in mystery, and it's only when Bitterblue begins sneaking out of her castle - curious, disguised and alone - to walk the streets of her own city, that she begins to realise the truth. Her kingdom has been under the thirty-five-year long spell of a madman, and now their only chance to move forward is to revisit the past.  Whatever that past holds.  Two thieves, who have sworn only to steal what has already been stolen, change her life forever. They hold a key to the truth of Leck's reign. And one of them, who possesses an unidentified Grace, may also hold a key to her heart . . .",93282.0,576.0,4.01,"Bitterblue (Graceling Realm, #3)",'Romance', 'Fantasy', 'Young Adult', 'Fiction',NA,NA
